,000905.XSHG,open,close,high,low,volume,money,ACCER,ADTM,MAADTM,MTR,ATR,BIAS,CCI,CYE,DKX,KBJ,CYE,MFI,MTM,EMV,ROC,RSI,RSI10,RSI6,OSC,UDL,UDL,WR,MAWR,CHO,MACHO,DIF,DIFMA,CR,MASS,MAMASS,AMO,AMO1,AMO2,BR,AR
2016-09-12,0.0,6362.77,6291.6364,6383.8434,6283.8161,9004175600.0,104742908972.0,-0.0067698524345748455,0.45030810152473766,0.5513280462010672,187.23689999999988,77.98724285714277,-2.353700741282246,-174.28237573803747,-0.3094276392705433,6428.675612063492,58.66494819922609,-0.3094276392705433,57.071434960021485,-137.0613999999996,-0.21645604259118773,-1.4247238071984136,28.034587025329188,54.00561234812377,56.91175259765384,-14387.90850000014,6435.453342916668,6432.157401736115,96.93959453139816,96.93959453139816,35143.58661824744,137388.4521637156,56.651566000005005,84.60781100000531,111.58006101511033,22.853908331706357,23.001521887958962,10474290.8972,10042756.52512,8871951.135680001,100.82655372204368,132.924440756898
2016-09-13,1.0,6324.7438,6320.0315,6340.8722,6284.0368,6863666000.0,81512867167.0,-0.009096725229929607,0.49983995407468895,0.5402247780275233,56.835399999999936,78.40937857142853,-1.730599227207753,-140.769848018562,-0.53595174482825,6417.741161825397,42.92945809491168,-0.53595174482825,50.33631438109181,-115.02710000000025,-0.2610809650101141,-1.414792075161475,34.315099396601646,52.5025696041061,54.76588264641166,-10804.083000000173,6405.8064491666655,6433.718481249999,85.82742245085242,85.82742245085242,28806.411352820345,104610.25479123146,45.068748000005144,75.53504300000523,108.99080863659127,23.175267020817323,22.972308575059344,8151286.7167,9576443.42276,8946274.00821,101.33773565323506,122.64571502728995
2016-09-14,0.0,6286.6174,6278.158,6318.2705,6260.6525,5831969200.0,69112385410.0,-0.010045502199849026,0.4833461719900723,0.5350492064351494,59.378999999999905,73.90749285714277,-1.8352149370957453,-153.27986921386932,-0.6734935761981693,6403.902007619046,29.833528910075774,-0.6734935761981693,51.416296063244204,-104.41239999999925,-0.17732527185650787,-2.323927246008106,29.724559312013664,50.545323516391406,48.29460222440333,-13940.39899999998,6372.395078333333,6427.019010972224,93.71876290612924,93.71876290612924,12418.240594615228,71201.9351135133,29.848296000005575,66.33242400000518,94.4787211123908,23.518706425052542,23.032383579743424,6911238.541,8770061.4736,8887062.767469998,91.64154750134625,116.09637780775317
2016-09-19,1.0,6292.807,6344.181,6344.4504,6292.807,5497876400.0,63813913419.0,-0.00421208663498101,0.4134200027196489,0.5216435599253457,66.29239999999936,73.04983571428556,-0.4132517611090671,-85.32998147316387,-0.5451966817987742,6395.229161984127,26.593987406014847,-0.5451966817987742,50.41569977507901,-66.54899999999998,-0.22449467399555464,-1.269474309031704,43.919344934544,50.25644968080683,44.15554226045018,-6606.963999999971,6365.323469999999,6416.118580694453,70.02871596953105,70.02871596953105,37239.91881822655,46548.96216107736,25.63107800000489,58.60401180000508,94.50404092062027,23.759756610164267,23.159567381362162,6381391.3419,8289867.5731999995,8715156.88631,98.17706921225269,121.82722072453693
2016-09-20,0.0,6344.7056,6342.0328,6346.9304,6319.7623,5450561300.0,62741951536.0,0.0019700670737621408,0.32425390663739534,0.4934550527749192,27.168099999999868,71.87457857142843,0.01341521687416732,-64.38105794252616,-0.40693883060602565,6388.675348333332,26.435726435676226,-0.40693883060602565,49.6520632199621,-85.49629999999979,-0.2089167947450446,-1.432615592312858,43.57568402530511,50.299254358695926,39.33824700423564,-6034.173999999894,6358.363851666667,6399.996123472229,70.79952248891357,70.79952248891357,81985.72733790451,42148.1236141423,23.295388000005914,52.97470780000513,107.3151618458002,23.967298590686514,23.347117253281485,6274195.1536,7638480.53008,8557380.95059,105.36790604738762,128.66789479244258
2016-09-21,1.0,6342.004,6343.7541,6362.9993,6335.3916,5029034300.0,60152141209.0,0.0017547968954218346,0.2621508971514554,0.4536325856232008,27.607700000000477,70.56052142857132,0.37640183581384107,-45.263726055702854,0.16505458092643227,6383.095742936509,27.241753603426908,0.16505458092643227,49.032504260924,-82.0001999999995,-0.21341256288326896,-0.5911078088445154,43.997039234700466,49.80379443320763,37.2610522625504,-5479.042499999923,6364.277619583333,6383.603301944451,70.18189412013344,32.542419935238534,97758.55650417157,48892.07353766402,17.866462000004503,47.783278600005,114.94448651821179,23.870399969624895,23.524222824675324,6015214.1209,6746665.17482,8394710.849970002,101.48731258977561,122.05326580550626
2016-09-22,1.0,6381.1565,6385.6353,6410.57,6377.1734,6297160000.0,73959516342.0,0.0033595357379711333,0.25925985529917966,0.4094488021270948,66.8158999999996,71.73258571428558,0.7892374811630452,4.006598538419753,0.20742213708598453,6381.926580238095,31.844248710111426,0.20742213708598453,55.614064144942965,-48.57499999999982,-0.16152379208401044,0.451183080802009,54.021872998249634,48.649683505230044,41.59227218511517,-1075.6099999998696,6367.790630833333,6372.326183263892,55.15428868322414,16.632281087931606,18903.429041201598,46185.38060815679,7.322962000005646,41.66567880000521,101.00928756411587,23.76193329722158,23.67556031892781,7395951.6342,6595598.15832,8086020.79054,93.22759275527496,109.62209086113361
2016-09-23,0.0,6397.3334,6370.5834,6402.6392,6369.2226,6257830700.0,72046479365.0,0.0015133198005067713,0.3420397929530747,0.3793273352937816,33.41659999999956,69.51006428571411,0.4181230536674725,-5.776066919741382,0.29162016908235355,6380.764355873015,34.89502770975157,0.29162016908235355,56.162731983854506,-10.892099999999118,-0.1637030417515794,-0.33181459916962197,50.15025260713074,47.2594666312976,44.23145818696627,-2258.4239999997408,6370.891865,6366.50708590278,60.555137137323065,26.672403155068213,-53592.499926060904,32452.22872834443,-3.530687999993461,34.618368600006946,87.85531822288274,23.631379214259724,23.751579017834946,7204647.9365,6654280.03742,7712170.7555100005,88.51061302180092,101.89432558678469
2016-09-26,0.0,6363.9308,6241.5157,6364.2086,6239.8672,7210665900.0,80920791482.0,-0.002791067240286066,0.09644387974694522,0.33509430757155756,130.71620000000075,72.91171428571417,-1.5215436773837798,-102.27527962370488,-0.3229871556847866,6369.704442619048,27.17539424731394,-0.3229871556847866,55.94905766735189,-115.4381000000003,-0.2565779505672069,-3.872748754414812,28.864340476932316,44.300585656001566,44.08808949909914,-14459.920499999862,6348.5638545833335,6362.535215277782,99.44954661473663,99.03428649090687,-165539.81407045433,2792.552950831208,-26.89612799999486,24.66936260000539,75.82826819884355,23.56280527438449,23.758928826056927,8092079.1482,6996417.59868,7643142.5859400015,76.90210787345599,85.86219202147723
2016-09-27,1.0,6229.8183,6286.9093,6287.3356,6200.5654,5640053300.0,63613816981.0,-0.004100730385914659,0.10531354468217916,0.2857785063974938,86.77019999999993,74.6244214285713,-0.6557070753892805,-106.22854799713122,-0.1739816085404614,6357.891760238095,28.730447720923323,-0.1739816085404614,49.72755370234381,-104.88299999999981,-0.39984625686187186,-3.1936635543090786,39.67125532495312,42.77870963519434,43.38006718264264,-9301.456999999664,6331.429161666668,6356.886163888892,58.88475776244895,58.88475776244895,-227097.75221556192,-41263.72555479865,-42.22836599999391,13.302931800005354,65.12579682244844,23.538704194846567,23.722086756837253,6361381.6981,7013854.90758,7326167.71883,76.18465111219486,86.75051830349108
2016-09-28,0.0,6300.8497,6281.2838,6300.8497,6266.7529,4916326200.0,55557965880.0,-0.004654734753427236,0.16282436051980326,0.24571327996371023,34.09679999999935,66.51329999999982,-0.5855464636769414,-74.39543079038482,-0.19751332456049978,6348.782284920635,31.54572197189362,-0.19751332456049978,47.58713864978914,-211.6884,-0.4127807449898079,-3.631486640001469,38.79478847957466,43.21868120933661,42.583252942390274,-9132.780499999717,6318.7771320833335,6350.288377291669,61.56350860885904,61.56350860885904,-225930.73381667119,-92583.13574722891,-40.647839999996904,3.5729912000038895,70.69552012219148,23.458198580208304,23.637236755090886,5555796.588,6921971.401000001,6834318.287910001,76.33525572519737,83.23544725641649
2016-09-29,1.0,6288.9181,6298.7911,6323.4158,6288.9181,5069155800.0,58112818885.0,-0.0016481972231148245,0.31093802152151007,0.23290303231394285,42.13199999999961,66.1853285714284,-0.1900766799835371,-48.85522196154633,-0.2751200641894522,6341.732058253969,36.056390138528556,-0.2751200641894522,44.90639178842558,-195.52479999999923,-0.44707008678456467,-2.6620381566956675,43.45983446755686,43.55451734569923,42.49372527966157,-6747.23449999974,6317.089822083335,6342.423744375011,53.22688169687698,53.22688169687698,-241209.4414651976,-149077.80207545738,-40.10893599999417,-4.944777199994587,76.11715523055574,23.35296903832076,23.550998266540205,5811281.8885,6605037.45186,6600317.80509,86.09938760150251,94.6342960866344
2016-09-30,1.0,6292.0797,6328.0856,6338.299,6289.4658,4496512900.0,52590567656.0,0.0029238163276424363,0.3618566876097494,0.23760337993548708,48.83320000000003,66.83881428571418,0.42675689477508216,-20.788456701157664,-0.13500329598224503,6337.040686984126,43.350603100231105,-0.13500329598224503,43.00031369947121,-189.89789999999994,-0.431303673102095,0.5793278200246998,50.96442433338923,44.650235817925385,41.984149917207866,-3287.1609999997418,6318.317921666669,6334.178292847234,39.27742535163499,36.894243588233394,-231635.9559264253,-190834.36623672853,-33.319487999996454,-11.261555599996154,83.95582276753551,23.328120147912003,23.47869607498861,5259056.7656,6215919.21768,6435099.62755,90.09549915379468,100.09145861439723
2016-10-10,1.0,6364.5166,6447.6934,6447.9361,6345.331,7272403500.0,87775587398.0,0.005713205903990337,0.40916051638694684,0.2559795823399235,119.85049999999956,70.51077857142842,2.1166603226543415,169.8873988336155,0.6558527165744459,6342.305653968255,59.3119766558073,0.6558527165744459,52.04515377731157,-23.359599999999773,-0.30350694054414795,2.0199567043297284,70.28716267213467,46.226750915392984,45.34030187922432,8342.529500000273,6345.909807083333,6330.014616527781,0.09811186207573759,0.09811186207573759,-233031.8459537283,-220740.9239080072,-23.067929999996522,-16.131456399996203,91.7337814208928,23.48709730468141,23.454649090058894,8777558.7398,6353015.136,6674716.367339999,100.28298196777389,106.20692000012745
2016-10-11,1.0,6451.0445,6486.4254,6486.6499,6443.7479,7885088700.0,89907667464.0,0.008620857645260358,0.45417245424907554,0.2803436572086605,42.902000000000044,60.20114285714271,2.0702349800331357,196.74397119433004,0.6305267929319167,6352.493056031748,73.45470906670013,0.6305267929319167,62.232503232839505,194.78899999999976,-0.018265544951744008,3.3173328864931406,74.23279308987092,48.14658969482097,52.90171032707534,11568.371500000194,6376.750013749999,6334.712309722226,0.07847331819803659,0.07847331819803659,-231650.12312928122,-231759.30875114375,-10.538669999997182,-19.514862199996333,114.14260266231278,23.769534349650595,23.489103935936637,8990766.7464,6878892.14566,6946373.526620001,119.98605873317571,123.20183757490707
2016-10-12,0.0,6463.8094,6482.7379,6484.0002,6452.4135,6771848700.0,77595765779.0,0.008117456052017824,0.511489153223888,0.3015248272425122,34.01190000000042,58.570892857142745,1.4909587568300056,149.32220619428998,0.6326623107033696,6362.439509047617,83.28485711457621,0.6326623107033696,70.42334505156835,162.70640000000003,0.0056367667263745105,2.183999794457314,73.12343380669022,49.99456110131088,58.47707645924456,10744.893500000217,6404.321825416668,6346.861087013892,1.3674281549682918,1.779014720528367,-220598.79990142956,-230676.15003212242,1.8806140000051528,-21.113446999994814,103.39859000675872,24.00517684820432,23.566849378162928,7759576.5779,7319648.143639999,7120809.7723199995,105.71562073739302,114.93111484659535
2016-10-13,1.0,6480.9293,6484.831,6501.5569,6468.1323,6847165100.0,78494098696.0,0.005374624257748587,0.5173702985753151,0.3541406295960584,33.42459999999937,56.71700714285699,0.9873754860173387,129.37794310944247,0.5805812252825716,6373.113139603174,88.5319449239264,0.5805812252825716,77.64699196958382,206.67299999999977,0.04506750450739651,2.2516156018619116,73.39426015110362,51.288435700157194,64.24365132375085,10994.909499999994,6419.096747916668,6363.581022986112,5.5569343320324665,7.865873960913755,-151770.316365542,-218316.08045693385,11.993050000004587,-20.64643819999492,108.85366318784642,24.223449095584794,23.694391130725624,7849409.8696,7727273.73986,7166155.59586,103.84619243132079,112.76555936931796
2016-10-14,0.0,6476.2612,6469.4915,6477.8533,6423.5788,6586009700.0,75444317293.0,0.0006492287685980267,0.515178132228051,0.40537370303929243,61.2521999999999,56.35699285714275,0.3040993171529466,84.48147859159184,0.4387430798341971,6381.8448935714305,90.04741732925585,0.4387430798341971,70.18786545413717,125.3105000000005,-0.026689852748529485,1.9820661081424884,67.419693555468,52.50954840858814,68.23695596747419,9585.08150000016,6426.918282083335,6381.885766319446,10.65325765013284,15.118691920594287,-67006.97575841867,-189282.3361724713,17.079830000003312,-18.58538639999515,98.66911100235863,24.297994590894504,23.851895389487918,7544431.7293,8184348.732600001,7200133.97514,94.6408557522982,103.27641817178919
2016-10-17,0.0,6478.5108,6413.1487,6487.6708,6394.4868,7170479600.0,83743641999.0,-0.0024917526082003025,0.4897418721150777,0.44623839198870174,93.1840000000002,61.0724142857142,-0.787523508948033,52.181638975884994,-0.10671437017036835,6387.727864841269,83.50145258419047,-0.10671437017036835,62.54857904996529,71.11589999999978,-0.051470990683354034,0.430863942386428,49.61707346870466,54.17603474741908,68.01240536707176,4474.975499999982,6422.372337083333,6399.228168888888,29.3723244676345,56.589976437965895,82326.75461007375,-136955.21774972137,30.845956000001934,-12.81117799999547,100.97322655878777,24.37188616754151,24.025856392759504,8374364.1999,8103709.824619999,7228362.4803100005,90.85787972073682,95.46902842876179
2016-10-18,1.0,6409.7381,6509.2821,6509.2821,6409.7381,7369850800.0,86044533819.0,-0.00028565208442880825,0.4072104267530435,0.4582724426426434,99.54400000000078,66.21072142857136,0.5400207238256143,82.7576188739179,0.07068360809161367,6398.655036190477,85.98959883875744,0.07068360809161367,63.57934917103256,165.52800000000025,-0.03351074781765207,2.1771742286585516,67.29756581745306,56.262302336048094,67.51413947399509,13897.170000000187,6431.589947500001,6413.5081922916725,0.0,0.0,200645.86562191695,-64675.59915378018,46.955440000002454,-3.892797399995834,105.33208154832066,24.545617446626107,24.20227641641695,8604453.3819,8026447.1517199995,7452669.64869,105.7469762533317,114.02967866344605
2016-10-19,0.0,6518.7373,6495.2574,6531.162,6476.562,7504880700.0,87276975360.0,0.0009336566092051901,0.4177529336976686,0.4652594734036333,54.600000000000364,65.33815714285713,0.3005959482646371,90.18548590421382,0.03868880361134515,6410.549362777778,86.40042035562317,0.03868880361134515,64.11318758761388,109.6221000000005,-0.02694684431270839,4.0653859125917124,63.402474079613405,58.186489128778405,65.70908618025553,11476.595000000088,6442.257683333333,6424.426137222232,14.821673528208464,26.27001826227413,285979.10350849066,21595.93861918181,60.6332160000029,6.235308200003965,124.5825067658233,24.73374317027765,24.362977886521474,8727697.536,8220071.343339999,7769859.74349,109.2536478050793,112.73844450610007
2016-10-20,1.0,6495.8268,6498.2375,6506.581,6474.7793,6557491200.0,75634634720.0,0.0021482855928241823,0.4018592162602498,0.46434681088779617,31.801699999999983,65.22280714285716,0.30660159252598945,73.24634463957986,0.0414138625006724,6421.921249285715,85.47365838633768,0.0414138625006724,63.823115753523695,127.65409999999974,-0.028721742225117253,3.361400489744626,63.93473666461437,59.8793111316289,64.17763161714025,10883.575000000019,6457.232476666667,6433.244579097226,13.6222662995943,24.08959343026382,385178.23928076343,122558.77848288052,73.98328200000105,17.644530000002124,114.53972148630542,24.692966926765646,24.477609566281725,7563463.472,8162882.06382,7945077.9018399995,100.73666023063556,104.86006280259299
2016-10-21,0.0,6498.9857,6475.2807,6506.6107,6424.4429,7319512600.0,83617171253.0,0.0017484863629155377,0.3809337817080302,0.4551919768201655,82.16780000000017,61.75506428571426,-0.023194899955719828,47.86388238547297,0.01787594695553051,6430.063783650792,78.6520015704743,0.01787594695553051,63.60023057582741,233.76500000000033,0.1217083780265131,3.0884912412332044,56.35785609233174,60.77404216185837,61.33823288521142,7602.2814999998445,6460.832397916667,6440.200520763893,30.071032282019665,40.88620320292179,474542.8501131416,226944.30622932804,83.16494800000237,29.292973600002007,103.79866029246558,24.6618541541275,24.550677076038834,8361717.1253,8326339.143019999,8255343.937810001,87.20316989852655,89.41455201160164
2016-10-24,1.0,6479.5541,6539.4661,6546.7881,6472.9393,8607674500.0,93119437037.0,0.0006176543984224374,0.49900525909373145,0.4536314900538959,73.84879999999976,60.83210714285711,0.7863313946092225,92.15510507308822,0.3899743604486233,6441.968326428572,81.0816955155731,0.3899743604486233,70.64788405925397,252.55679999999938,0.2790091491759433,3.82097129717478,68.77378167623533,61.07510235882087,61.563916093937046,13044.395999999688,6475.5677075,6448.308758333337,4.8075755098611195,4.8075755098611195,536544.4593968685,327536.2120885424,86.31751400000212,40.23151800000251,100.65764854087773,24.726098614219172,24.622027746592945,9311943.7037,8513855.04378,8308782.434200001,91.85244267557985,92.99946011976616
2016-10-25,1.0,6543.4668,6563.3539,6563.5233,6536.9443,8392323000.0,94315371654.0,0.002703215500843273,0.6064964805594225,0.4647722628019093,26.578999999999724,60.29512142857142,0.7657087496783096,132.30412576568074,0.1662851093231059,6456.273090396827,86.39364236444544,0.1662851093231059,71.7671799366546,282.0700999999999,0.2589927014228862,3.71784319731705,72.29398852862502,61.278472193798756,65.34340089943625,14326.570499999798,6488.387390416667,6459.311267222226,0.10021504231320956,0.11015364287315577,584800.5319100104,411281.8416385317,86.80903000000308,49.96628800000244,108.44016015977832,24.735533802998425,24.682635685835773,9431537.1654,8679271.80048,8352859.476100001,93.23874312830233,92.42350718735803
2016-10-26,0.0,6561.1581,6530.3898,6561.2466,6511.657,8085924400.0,91780594799.0,0.0023333645412712315,0.6539221211849299,0.48211526142151917,51.696899999999914,60.978328571428584,0.20549698225804602,110.23870659284972,0.10786207845464668,6467.615539841269,86.22287099024437,0.10786207845464668,64.58281570546195,231.59869999999955,0.2280964935220056,1.282573392835329,60.92127523292782,60.940074701193076,64.28068472034293,10096.981999999753,6498.260679166668,6470.4230558333375,19.60138786593421,23.82327056867823,611938.9342242205,479830.6864055826,86.78154800000084,58.4563814000011,103.83746636001976,24.69148642227469,24.7069471817772,9178059.4799,8769344.18926,8494707.7663,90.31713038075476,89.60522970681419
2016-10-27,0.0,6522.8868,6517.3594,6529.4679,6488.3634,6710299700.0,76662910799.0,0.0011520171804551755,0.5723887066437803,0.49244611573760705,42.02639999999974,60.492128571428566,-0.05094304129379001,60.86509721233558,0.05864403199243004,6476.35221722222,82.79695798708377,0.05864403199243004,58.85759062471764,189.27379999999994,0.19442766751154777,0.4769036579068686,56.69095313382451,60.368549049708506,63.16210533247888,8135.321499999736,6499.834310416667,6480.019160347227,27.310018842084116,33.192239884268105,639388.2856437952,538732.2167614666,86.51819400000022,65.90889580000093,128.33735322130786,24.612642606633504,24.686763754503176,7666291.0799,8789909.710840002,8476395.88733,108.19936537474528,93.01457360700272
2016-10-28,0.0,6512.038,6455.8349,6536.8349,6455.1476,7069709600.0,79712066802.0,-0.0033033202258626808,0.4385165847036779,0.4963593854814363,81.6872999999996,57.76618571428571,-0.8870533647003926,-20.01302165719142,-0.05960243199673135,6481.161997619048,68.73493650416158,-0.05960243199673135,51.94521123088969,8.141499999999724,0.038141089619966116,-0.4149944115433124,40.68423767037639,59.07588108849156,59.287015533045285,1556.6139999997176,6490.6263325,6485.584802986115,63.7071875009243,77.42888286199936,618297.1290520153,577585.365056675,82.40119799999957,72.44103259999929,130.47452482928844,24.52767268406247,24.65921471405265,7971206.6802,8711807.621820001,8519073.38242,96.92424596590865,92.17323523636722
2016-10-31,0.0,6441.4348,6452.2058,6460.7728,6408.2731,6025368800.0,71768415874.0,-0.004600769243907162,0.39357369076882687,0.4933369801153311,52.49969999999939,58.45173571428567,-0.884248315247918,-117.69665930045056,-0.2676170599259613,6481.450398412699,55.11019530849752,-0.2676170599259613,45.12996848643851,-34.219600000000355,-0.08168277958170271,-0.503100234994569,39.88706456298835,58.65323179940733,56.5418839527537,140.25349999974424,6483.358037916667,6489.339076319454,71.7020010280183,71.7020010280183,601954.0096425917,598820.5583115836,81.78905000000032,77.53534199999949,123.66912622964716,24.428479146153997,24.620318879390396,7176841.5874,8284787.1985599995,8399321.121170001,99.03601397673411,89.69964667539928
2016-11-01,1.0,6456.9993,6507.95,6508.3642,6450.0204,6253990200.0,72251174359.0,-0.001690750543565849,0.4058565726809939,0.49383664966792407,58.343799999999646,60.18972857142847,0.05279972960732821,-0.37934419960168014,-0.17037318184249553,6485.464587936508,53.97747179706178,-0.17037318184249553,44.85629816670853,25.212099999999737,-0.027991609936956287,0.5944593945289123,55.83721804491325,57.987950619654626,54.38578926116211,4609.469999999783,6482.5334325,6490.500030486116,35.795960327265405,35.795960327265405,562105.5542358211,603080.7407847426,77.4786699999986,80.58766499999847,126.10466201625611,24.391310884487982,24.5645209244352,7225117.4359,7843503.252660001,8261387.52657,97.45604257816377,88.85379837201465
2016-11-02,0.0,6494.9803,6455.1295,6506.7756,6450.0506,7229906800.0,82898303275.0,-0.001120731969823266,0.42659246745821544,0.4995439853866973,57.89940000000024,61.93792857142853,-0.4832935871462005,-42.8244291764864,-0.23182880417300425,6486.6969784126995,47.74522715132636,-0.23182880417300425,37.9116340928375,-29.701500000000124,-0.03941646260378162,0.6546051240009509,42.8954817516346,56.75109797650477,49.486038056778206,-1541.8085000000247,6479.881507916667,6489.082383402782,69.81878284214783,69.3695966948526,518208.978332435,591982.1485218131,73.21383400000013,81.84572679999974,121.4398629374277,24.57708486841643,24.538112768671496,8289830.3275,7665857.42218,8217600.80572,93.0984050038531,87.8212455915999
2016-11-03,1.0,6442.3549,6483.7322,6521.0003,6436.9074,7754984500.0,88683292154.0,0.0009056250040678127,0.6164539898000915,0.5142250767249923,84.09289999999964,63.56940714285708,0.07764261049838507,-23.84229855808279,-0.10382457100578522,6487.541038253968,46.402068358802424,-0.10382457100578522,45.0553488587593,14.240700000000288,-0.001326946051789812,-0.3925148673461276,50.37023359243476,55.885324008702675,47.72753018649229,393.7559999998484,6482.776479166668,6486.501683402782,51.39516728480847,41.30519330003132,466572.47954153304,567754.4060746984,71.46655200000077,81.59405380000126,117.00394778790906,24.769163997173205,24.551059031154622,8868329.2154,7906265.04928,8348087.380059999,97.24226523684663,95.23098279421217
2016-11-04,0.0,6482.6008,6462.5928,6502.7409,6449.5605,7063540600.0,81640501576.0,-5.328820964855706e-05,0.6836559290161687,0.5238700077820855,53.18040000000019,60.71200714285708,-0.1079112749027543,-60.68760979966336,0.020886820673605637,6486.719591666665,43.2128832506652,0.020886820673605637,45.08299396326265,49.44410000000062,0.011419870459345406,-0.5028992384505049,45.13099600045402,55.09800197163224,45.8008703622593,-2392.7200000000994,6480.698750000001,6483.312423333336,65.01151045216032,57.74818025260985,401557.44916924625,528115.9333289402,70.71320199999991,80.34887920000111,108.76926601450565,24.926208320025772,24.60331998338667,8164050.1576,7944833.744759999,8328320.68329,87.79329469863684,90.73042679980897
2016-11-07,1.0,6461.0006,6468.8171,6487.0601,6437.74,6881212600.0,76326265918.0,-0.001094520047567929,0.606663253447046,0.51796264931485,49.32009999999991,57.124585714285594,-0.0451316175830081,-76.58958275212481,0.05133026399492726,6485.279131825396,41.506890645122596,0.05133026399492726,38.06062999931409,-40.465000000000146,-0.03145475560773585,-0.4527443018202959,47.076023314534446,53.67211447797244,46.86615974890393,-1875.9085000000596,6481.167769583334,6481.73599618056,61.00230466691826,46.29157825263094,329842.3286883407,480040.1332683281,64.0801199999978,78.1251397999985,107.32460680413345,25.01903178279379,24.685213166508557,7632626.5918,8035990.745639999,8160388.9721,87.79947879080328,93.81289173687918
2016-11-08,1.0,6487.6487,6503.1781,6518.1891,6476.4443,7244487800.0,78508137415.0,0.001248345020721478,0.6258987310760273,0.524651402368881,49.37199999999939,56.75115714285695,0.35407393011107563,22.12725268666747,-0.014737992898290132,6486.834805476191,49.15880353654103,-0.014737992898290132,37.899891652798196,7.92069999999967,-0.03974937394126821,0.43082919941987985,57.14070744134081,52.587602122276756,49.74177842243218,1476.4279999999417,6481.25468,6481.385436527779,37.95984271785655,21.19346579794452,257529.26661115,422636.0094297543,57.99007399999664,75.2432441999982,135.97836671633632,25.103538775941303,24.79772310480639,7850813.7415,8161130.006759999,8002316.629710001,110.12093885497217,113.17321448379236
2016-11-09,0.0,6504.4117,6453.5718,6507.8648,6380.5711,8806010200.0,96517280987.0,-0.0003058073980057025,0.6073798603544044,0.5457593118252217,127.29370000000017,63.572014285714104,-0.2719515840276823,-106.44087743094526,-0.004811658981165124,6484.186305634921,50.461158963074105,-0.004811658981165124,37.09843392409398,-44.66570000000047,-0.1326044123167999,-1.3134757285460985,42.980455498003764,51.28459606451786,47.59899073858714,-3338.3715000001757,6478.14001875,6480.65320090278,53.28367798556049,48.01601091510896,206712.81191935646,363403.88571034354,49.64392599999792,71.5294819999981,134.62841545031898,25.349756476285606,24.957464036772663,9651728.0987,8433509.561,8049683.491590001,94.08008656021596,92.97799614101092
2016-11-10,1.0,6501.64,6536.97,6538.74,6501.64,9062523800.0,96157565168.0,0.0020423697829422727,0.5433644684817944,0.5644831590393427,85.16820000000007,63.786328571428385,0.8043360404629354,81.48654279381172,0.16445686894051867,6488.130495158731,62.89169330596229,0.16445686894051867,45.11549543236348,61.6893,-0.055243443149269086,-0.40198807502974665,61.98569975307245,51.30868572733094,50.780684718191516,4740.753499999937,6487.623319583334,6481.943502847226,1.1190569068884786,1.1190569068884786,158845.58476599207,303509.98678260273,49.43954200000098,67.82161679999972,139.5979804911131,25.51399951332418,25.113616477590625,9615756.5168,8582995.02128,8244630.0352799995,105.3985639152096,101.98737188462803
2016-11-11,1.0,6539.3598,6583.8864,6584.4097,6527.4524,11037159400.0,117683140548.0,0.0040087341118160355,0.5030788998529621,0.5766359499358387,56.95730000000003,62.57979285714269,1.2671485932013606,149.34294312371603,0.3740728279212595,6495.759363015874,75.21222450143978,0.3740728279212595,46.39781223716361,44.42030000000068,-0.07693822262469022,0.8191945908037512,68.96813397206031,52.80835665019863,53.880337039155414,8860.41899999991,6505.044915,6485.654908819447,0.25672272081923414,0.25672272081923414,187797.83505092387,257047.5460341679,59.268135999998776,65.50831059999818,142.84805702018372,25.642834486940387,25.25922822588522,11768314.0548,9303847.80072,8624340.77274,104.81276028080029,101.78212735868932
2016-11-14,1.0,6568.6594,6615.0071,6624.2056,6566.0537,12666934300.0,129072810284.0,0.005351053969389982,0.5378337910585234,0.5905411153858773,58.15189999999984,64.83499999999984,1.349828372587114,196.08524185492817,0.4491737792607861,6505.6857004761905,83.54541693315844,0.4491737792607861,48.504561383434144,51.65319999999974,-0.06806093253018952,1.4982709101480474,72.92645414873782,54.647121003167946,58.51291290364667,10963.196999999855,6532.400619166667,6494.27188701389,3.77553261135037,3.77553261135037,203733.9700380218,224076.9661789638,70.89953199999945,64.41935879999828,150.95214638311018,25.58429129955558,25.36890872247352,12907281.0284,10358778.68804,9197384.71684,103.81805930034851,102.98578050561397
2016-11-15,1.0,6622.878,6640.4616,6641.0354,6602.2812,10511091200.0,107784604579.0,0.006803995372851816,0.5666311938402311,0.5843132658908947,38.7541999999994,63.910521428571236,1.295842239641769,187.4872686109785,0.41992207328398723,6518.161535634922,89.68728548067998,0.41992207328398723,56.76118042876568,110.07179999999971,-0.04235618136407931,2.859842342002894,75.93887356274948,55.898689334196476,63.323384653045274,12852.749499999845,6552.841627916667,6506.217530069446,0.22029890468679203,0.22029890468679203,235229.14501591166,208308.10223355927,79.55605999999898,64.62709779999713,139.04611933506715,25.472624934324834,25.444507581061956,10778460.4579,10944308.03132,9552719.01904,90.88497072250009,94.39935504737356
